Time,speed,steering_angle,wheel_speed_front_left,wheel_speed_front_right,wheel_speed_rear_left,wheel_speed_rear_right,radar_forward_distance,radar_left_distance,radar_relative_speed,radar_address,radar_new_track,raw_can_src,raw_can_address,accelerometer_forward,accelerometer_right,accelerometer_down,gory_forward,gory_right,gory_down,gyro_bias_forward,gyro_bias_right,gyro_bias_down,gyro_uncalibrated_forward,gyro_uncalibrated_right,gyro_uncalibrated_down,live_gnss_qcom_latitude,live_gnss_qcom_longitude,live_gnss_qcom_speed,live_gnss_qcom_utc_timestamp,live_gnss_qcom_altitude,live_gnss_qcom_bearing,live_gnss_ublox_latitude,live_gnss_ublox_longitude,live_gnss_ublox_speed,live_gnss_ublox_utc_timestamp,live_gnss_ublox_altitude,live_gnss_ublox_bearing,raw_gnss_qcom_prn,raw_gnss_qcom_week_of_gps_time_of_reception,raw_gnss_qcom_time_pf_week_of_gps_time_of_reception,raw_gnss_qcom_pseudorange,raw_gnss_qcom_pseudorange_std,raw_gnss_qcom_pseudorange_rate,raw_gnss_qcom_pseudorange_rate_std,raw_gnss_ublox_prn,raw_gnss_ublox_week_of_gps_time_of_reception,raw_gnss_ublox_time_pf_week_of_gps_time_of_reception,raw_gnss_ublox_pseudorange,raw_gnss_ublox_pseudorange_std,raw_gnss_ublox_pseudorange_rate,raw_gnss_ublox_pseudorange_rate_std,route_id,VIN,accident_category,manufacturer,model
168,42.602973351622175,24.59518631149642,54.31160589294173,21.453978982959,46.10907297358175,98.21567035325512,58.28740381674689,22.73122408709004,24.769940433987905,884,1,-9.163418188759527,46,8.868338293060571,-6.357994438095966,-6.5391329981432245,-9.45970287766662,-4.510956698870883,4.241971279314448,0.0895189818466467,0.0873001932138114,0.0669717666501963,-0.0829054092510839,0.037226418132006,0.0127949942633588,-38.89249584485439,-122.35769686956964,7.25648722324001,933874278197.114,488.4857601951813,170.8761360664339,-88.70434724426609,59.88441393484163,25.212476898238776,585510152859.8623,490.54611035627806,229.27846142452825,31,70,1168,15.575600887211149,5.553588883663747,9.331628843305207,6.021122639662719,21,474,748,84.24794977203562,5.2889525046866845,4.296774996071112,7.402827513440785,70,VIN_0,0,Tesla,Model S
169,44.63843449664048,3.614169637421917,84.13327156715941,42.43266807308832,78.32020476999642,3.6465267006373647,59.717031865287474,-1.860080436461644,-24.20609291977764,643,0,-3.715289621243077,466,8.104453999246132,4.922393443250483,-1.994238379987616,9.615622461019605,6.076938289225037,1.57556278361014,-0.0537541688081515,-0.021112507780445,-0.0036974878432806,0.0633111584727468,0.0578465126330731,0.032714727303579,49.95347713253648,-55.49024914296143,18.180946434382214,87718993964.98148,987.6462079301376,249.4570890601018,-15.2262467072771,88.56068267080263,9.120313321505895,13187925295.209906,233.6981671428333,141.88123948323593,22,912,1013,136.73863052275436,0.3863747173184861,7.410671931772235,9.4287623082266,2,647,505,5.038515130271537,1.898225470486872,5.875434782810954,8.413710874885577,71,VIN_0,0,Tesla,Model S
170,79.45009138026711,-20.07443502746685,68.25755246680309,22.86449761746721,23.751879800579346,94.4992835739176,33.68749984816661,-4.024592860647637,28.537826336773605,223,0,-8.137984622934058,618,-3.113011817550671,-2.5415791457994903,-6.458786729576953,-3.2158510756066683,-2.337018631852965,8.69423881763064,0.0814338210612061,-0.0508957787314216,-0.0565561264666764,-0.0490456480571179,0.001921119672383,0.0426120824916899,-37.98220184104133,-37.38073008247972,6.557621471919239,544448912849.9848,295.7525940407091,334.98613319246056,89.70556902342128,-27.074395019969955,29.2932317258318,906083131688.5658,398.5171937165288,94.36486566591508,34,1727,650,26.40493711315419,7.885469166778903,4.894295051780108,7.277290041088528,0,1874,1570,112.56882084316086,7.4516685200564945,6.897221331999544,8.426192667128573,91,VIN_0,0,Tesla,Model S
171,48.413490044849816,16.373738899373564,65.01566213573061,71.9294731037187,1.1432241492723372,90.52728269702752,62.01553417062573,17.077561169392226,2.6457712208028994,753,0,5.455708608802841,2,-3.9226959582989647,8.00787292222497,1.6633546243064412,-7.701888898243401,1.9924155097352256,-0.6862475578604315,0.070861958571605,-0.0272838860118717,-0.061412185542348,-0.0951090481553265,0.031776731835086,0.060464727959604,-6.342564052038611,18.327942449704157,3.9537475665394894,433849245422.1733,932.0436066202956,355.76959863355256,-62.991766002190616,130.80471733197516,20.599501384865977,440428988371.9581,309.1812701032649,7.074089293408608,39,472,802,196.3562791510293,7.520568162959222,6.867623656019443,0.9916251441236944,24,1372,1724,22.50854186207494,5.072204910732902,5.7535795551877325,2.7117202535960816,23,VIN_0,0,Tesla,Model S
172,62.96647453733482,4.845794613091641,1.1830947141274528,51.38991667098821,35.754855718340764,87.91326082581993,78.61110785893825,16.795920224222144,22.664610460782995,960,0,1.954703558693394,93,0.74585467552917,9.44365632291708,-0.2970727838459108,6.704371070655622,1.213719271922102,9.235003487093792,-0.0078349196059696,-0.0687821646662181,-0.0690746309396329,0.0760039328740301,0.0717833748682355,0.0804477925263982,-0.0131813268961451,157.7192016402144,17.63421489799765,407710596970.3962,812.7720232097088,176.46826634639353,74.40585324936981,-68.62778753475143,1.305534121908386,691047456789.2478,879.2393350426827,125.73853090793884,39,1509,1940,58.71034200912744,0.1286877074852954,9.669671916496078,2.294937819497538,23,952,1943,197.43872033895497,9.05062847170071,5.051402549172001,7.88999535134105,9,VIN_0,0,Tesla,Model S
173,77.09434303031078,32.84667668733118,91.83775986231532,50.74120907556316,96.13488966155542,36.71800666408651,115.03317890294004,40.38092114852988,18.57471038750548,824,0,4.681015394341221,236,5.907820115985135,9.828265317765164,8.842499656541815,-3.18535683655528,7.514846612064417,-9.037186557812246,0.0389274897069243,-0.0748399843560254,0.0150102982831434,-0.0818582682425566,0.0698447090248952,-0.0280109360208277,-2.6257106279720546,115.38683793334404,13.965850234849883,504048335192.3756,627.1101469816125,171.09992237025568,29.079852403485333,171.65822003566916,36.04564251598077,109063668216.66714,592.176071215243,325.4058273300832,19,1455,535,75.9624066990245,2.89655630368724,6.984278686422202,2.806848448641779,28,1918,1160,83.2689029364784,4.46885759843478,1.984882809480043,6.960290313369521,84,VIN_0,0,Tesla,Model S
174,45.32154010057553,-2.123750622921875,50.91633829759304,1.5750218101089677,27.896573411597725,62.24015165321316,116.3786998488072,-17.984554357904017,-29.782177576351827,838,0,-9.045448064523551,270,-6.399927184769185,3.044355268842072,-8.702375541235252,1.4698324832395038,7.120108757657452,-6.525469888100175,0.0934785586331528,0.0889307520656724,-0.0127100794327092,-0.0936393659162624,-0.0764601550408864,0.0031286259717714,63.52067687281996,-0.3983217649929713,23.817652779247062,597215633362.8757,346.84444503535383,237.09674684017696,-37.68091864939632,-31.695238665130177,1.601131020870694,888670659907.2782,234.9004423466441,69.95566425097505,46,959,536,129.7430089943945,3.865446755994588,3.666196923408418,8.158327028340826,6,956,1247,52.65633001914341,2.577042745226339,5.089983710775074,9.791093779199748,22,VIN_0,0,Tesla,Model S
175,26.961079835324377,31.641662346867733,69.56326375510868,35.575558266534934,21.71342645291257,47.05391187202663,89.04556347588677,-13.529032110599182,-6.6777289606322086,225,0,3.9586402446047497,569,-8.651444270498098,6.976211824160302,-6.004077745579792,-7.737133459101981,0.652771904700554,3.407201498602125,0.0507116020864596,0.0049292829352176,0.0428084986484836,-0.0789988333775839,0.0749345803783301,0.0276368165282379,16.738456392878135,-104.6634661456622,3.4550494186951,245931845930.1952,105.29060337710692,160.3803643495568,13.925468746492117,153.71863088310425,9.466195415060003,292820794552.39386,317.78605074415043,44.62968783930564,10,616,424,146.7863231415517,6.783224920384105,1.5471124308719508,6.082401797334804,4,1193,632,32.53729183232126,5.332812485862747,6.938336342186325,2.359062390483888,52,VIN_0,0,Tesla,Model S
176,24.50906963418741,-26.59536709814444,35.51117831893158,30.8079656126968,11.468599172369986,59.03931651791781,62.32596621603304,-10.385832393766634,21.28730264869698,670,0,4.617036660415446,770,-2.4449901762299886,-3.904425733216508,-5.28088566346592,5.314919938885234,5.547830312956075,-8.571303045413444,-0.0322693664569608,0.0871529542959305,-0.0124604352813803,0.0088783243024393,0.0248556084795736,0.0007109996929757,-87.42178275722412,113.85692009704098,22.461708911807843,541918239255.0406,720.1640278617967,6.31250436403572,-82.84453105453001,164.86987579184944,42.34769758938165,158835217209.38416,884.7127159266432,334.4705239975764,38,1829,1597,10.560902214036004,9.795530080363356,7.318919041972222,0.7053814081399223,31,763,592,87.86067153638317,1.5648057123436476,2.2601085268454577,6.028846829628861,56,VIN_0,0,Tesla,Model S
177,72.87130889091613,36.64144395237916,27.24699286754806,55.04793813365434,58.15218458262056,85.28107711398776,157.75530804775968,33.17629947331069,0.1970165398187404,862,1,-5.42841735153768,10,-3.4973416824052306,9.896981532208304,4.119769260504151,-8.779638685598595,-1.5210790289394571,-6.50258381805596,0.0285560584569366,0.0941535747561661,-0.006452753142834,-0.0844438007222058,0.0844710249310484,-0.0827010156322565,4.1251637315752845,-15.019339862700804,43.79223601936459,446235519005.618,549.7269170698602,120.11285202386831,-49.66777493342447,58.3035161937687,23.89186563536644,64373340161.0652,794.4764162661257,203.0429570670284,45,1471,1241,107.72188359321372,8.713644238143006,4.106259337603363,1.1471128536469988,17,136,610,166.6871845273942,1.7483410324345738,9.094276922163376,0.2285802462787822,13,VIN_0,0,Tesla,Model S
178,7.2892096261110595,11.335846764182987,15.612441160529688,13.920744527411156,44.38159858459142,63.91358675772936,118.28579293490826,12.342863722649398,20.543963457336798,434,0,2.1513253897511024,619,-6.531731611279923,-8.29969858280933,7.642182623908368,-8.150037829063706,-8.750205491358818,1.7564378154891536,-0.0018799838971194,0.0510686901443492,0.005626482647783,-0.0090012929638318,0.0465221566090598,-0.0361355576425448,72.75003939739443,-158.80432367243588,39.33111676288404,465187032518.9385,78.12300518438687,129.57963028566928,40.78463946685108,47.76469423961848,6.417457019638895,234970136255.6861,716.7214161444144,132.81990533317804,48,1017,240,87.76820161942504,5.947578857688308,6.371272478654891,1.4247010299479423,13,567,753,132.0964020278126,5.957394201490425,4.054637024605148,5.928219632757365,5,VIN_0,0,Tesla,Model S
179,6.706081460716473,-13.606844960451925,21.287602688353,93.51373744330913,1.7276607329012703,66.77610040188291,2.529552714943728,-8.759409042333075,15.170404765827024,619,0,-4.809114057478514,853,9.196368557819408,5.753673551972751,-1.0195807728968769,8.663287372572583,-2.5649871257596235,9.626465435010635,-0.0223363260009872,0.0198523866743628,0.0094556041681761,0.0250382779770211,-0.0085210261725122,-0.0941417804000702,55.67558729852957,-96.5229530069273,7.810284211694735,513952082811.461,953.277934837086,35.479684513604695,83.3061240804455,-90.54584017253356,44.73218530393219,789566745894.8771,600.7994490688059,66.38081367614136,39,542,1463,114.9811532740161,1.0644872313946785,7.0327140601491465,8.382351461197894,43,1328,1832,113.32985968094712,2.588520259998885,1.3354577819048052,1.7574562749220823,71,VIN_0,0,Tesla,Model S
180,81.95198800011016,25.859296286108037,67.76275073982495,82.92711347309691,63.259364316672674,28.54681159787573,84.69168234275557,-38.16671655360663,-22.24863129983625,381,1,-5.879173983783863,356,4.8413991000802135,-7.630709401851405,-5.4248072377670775,-0.8562861424018031,-7.993359998329956,1.659361696361696,0.0957684876701575,-0.0930810578073132,-0.0555084072111246,-0.0134140911593501,0.0278564403707976,-0.0013698974003236,85.60806263324699,174.26259415143085,18.066563780463195,228993198275.58185,100.24548399242694,79.45406735756686,81.86900508619001,-96.20597567122134,31.92365229424202,651438458511.9614,152.4514183319762,205.01921110521357,1,1351,279,165.64315577091546,4.938939634489225,4.416462797422307,4.013582373707334,28,1980,527,17.67659960803163,1.4306238009233818,2.945438877328652,7.691317618742573,89,VIN_0,0,Tesla,Model S
181,67.99384167644902,-5.676436370412041,52.44864864053631,96.52059716785222,81.44139201234282,64.08987377006908,178.08310072136942,-4.908019702473446,0.3507919096667287,980,1,-1.5761116080904376,555,-9.403161673706103,-2.4561411734242444,-1.90701827440094,0.210902829223583,6.924482495366711,-0.0445426322729325,0.0259199572305016,-0.0328334178171143,-0.0532085969418578,0.0170857157470331,-0.0458381442681377,0.0082966669946312,-76.24517519269021,-126.6975999731462,37.38699954498574,228719652646.7801,78.40994149566049,240.27760626253195,-32.2612963207615,-138.81537312260082,26.27866811525581,209443209887.49545,393.31751589490807,316.3595780289201,34,222,1801,99.10534904805964,3.8798767536848224,6.86652222463101,6.50759411216426,48,1602,547,117.79518861237838,8.275501295457854,4.307227884909867,7.491744100950109,21,VIN_0,0,Tesla,Model S
182,36.72022339621719,-44.24912988828153,64.3512707529514,74.29653110265608,72.17942882398162,3.336657328114534,139.52593091771666,-36.390854155263206,27.20793815215328,10,0,5.472097875295079,563,4.518892045681806,-5.33294915896396,-0.780003798137237,9.21578659926056,-7.0942932392800495,-7.924708790058097,0.026043996704632,-0.0376910386533838,-0.0914657485318163,-0.0888061432378065,-0.0311282883390223,0.0537272575794669,76.57908221990968,-151.5617282620427,41.245452827944376,601046586649.885,227.0671722657137,327.5142346221828,-17.269487821827894,-31.16874246463277,47.22790351238151,936770342181.5272,202.96187272604416,277.5389361321393,8,1098,49,32.070519071562245,1.0578805368026822,4.299006855965918,4.278723016410203,15,347,363,48.24266381624464,2.788225496030308,5.812785874775139,8.193472350984127,53,VIN_0,0,Tesla,Model S
183,97.79743662599896,2.231690811443663,44.72748030224776,92.06333591702538,38.45397515796405,11.097822519058877,82.96001408016448,-6.678098490028283,17.429842598013167,988,1,-9.112286375311122,151,5.693207637780011,-0.4187806649739833,4.627771468550236,-6.245690463397446,7.389329038532956,6.918761405960204,-0.0093348882937687,0.0707024970369543,0.0713176980488302,0.0695085035613482,-0.07797440689542,0.0442567171963237,46.50896607133504,-132.68674840027202,47.2891097750771,18339137550.934982,922.3049726683448,94.672014781266,86.40107139542155,39.33410383103791,30.35133468156581,451013030059.1295,653.3960285581994,196.85055687321457,33,1733,678,57.32534190694285,1.8912006272826327,7.590434919961673,6.12713278887122,50,1064,489,46.07827054505789,0.7923508465211149,2.0798705691974506,4.133265684483066,65,VIN_0,0,Tesla,Model S
184,85.31112017824614,-28.383605761620057,84.27907789479507,39.41814037399374,55.24580811755304,26.981747690416004,94.78798777336424,31.9220301889723,-15.261205676471658,694,1,-6.449901622083738,797,7.297726947599102,2.967553599611053,9.565940651448551,3.8031567812801086,-4.934515740646692,-5.188524872671674,0.0959174161087448,-0.0468085200979064,-0.0935887518308105,-0.0634019094871018,0.0931646305092976,-0.0503533953201805,-6.301238618699259,90.7193976406607,17.370479978365072,713944531209.355,714.399945430627,74.08875401907825,50.475127969037175,-129.10534364026404,13.74339831634576,446425453944.22864,633.0500026687496,86.45341203520385,27,1987,980,155.3958707090577,5.2511688696054994,2.0225511835436736,2.053363770004345,26,1836,1547,160.2332285006873,1.7628157296848113,6.024900339843256,9.620181395951125,83,VIN_0,0,Tesla,Model S
185,27.45517426760733,6.1039255003158885,82.74174974022839,73.65234917689185,72.56234223235141,62.47201992789556,162.4393043012555,-25.052662678820493,-13.25330519913,149,1,-7.759816191656861,158,0.0060974383629837,-3.561481775002382,2.8260802048425067,-1.246169384790658,9.44328748549206,4.579425552958842,-0.0833334152385611,-0.0239486080521351,-0.0931210454014367,-0.0054701282050543,-0.0272980384505961,0.0274826826418966,-39.057647994131486,-24.299823825879827,18.70978258110207,505814521882.4973,85.10625081956991,232.9835512784644,-15.805901445221975,-15.990449847963106,16.985299136103947,271954520484.63693,577.2848492408923,112.59574440735156,34,1823,472,160.64496004975751,5.6826325033679055,8.923148712818556,6.6975210263947815,32,4,516,25.298309693431165,1.2019370526694984,3.6892361339877455,3.6319126213797857,94,VIN_0,0,Tesla,Model S
186,37.95520423058676,-5.839789286285786,1.028197786598617,5.628906726559824,24.200481869789293,87.56610587443525,170.3204018792542,22.519061337136336,-23.215894286497583,848,1,-8.1991308101931,960,-1.7121107848093828,7.9620938884801475,-4.512461740909375,-6.599988618807955,4.883502652630778,-9.87369389093628,0.0150481061270473,-0.0448726945098311,0.0032492917431371,0.0941839019373844,-0.0469115004763568,0.0340788850274224,-2.805786377340695,44.02969069973034,42.234073064619565,985561014979.6478,613.3295462381365,301.848153406739,30.884787452106263,-164.58921647065748,41.17376544098499,654927202740.9739,180.6172511160301,25.067612665914712,8,1179,1879,67.34198331864178,8.624937728660376,8.809022013865768,6.903148197718185,42,721,481,107.65307566750052,6.4231167458852,3.2572986404129667,2.058687908408736,54,VIN_0,0,Tesla,Model S
187,18.77257838931787,-10.624426741946143,73.31561090934692,36.09905630174109,47.81463855319201,87.08724208025576,66.14650660217988,21.761712386634684,-24.16426670778233,459,0,-2.6813968770492247,56,-4.929218284413359,-4.573484513287031,5.48253009609877,5.072997753580161,-6.319936561973741,4.029825515117693,0.0225115805279612,-0.0772725710558742,-0.0335355378907673,-0.0904832995237611,0.0822907539676861,0.0809185494334198,15.041382492735464,-139.02504409441875,43.13568616692861,509116577163.5828,77.14943216152548,38.19824181252049,38.77802373531409,-71.7004797422712,33.91338044194667,295719615940.8713,477.780153215137,196.21536156257835,4,1890,746,87.17690429737847,0.445353879685133,2.50899393725317,2.787001110208561,39,830,1659,3.0649639439895404,0.5742857121734368,4.662982386059421,6.362350934394362,74,VIN_0,0,Tesla,Model S
188,43.17018967638311,9.190862512371517,28.4098083337322,96.99091986456564,16.475751365813707,65.77965322930513,73.00426547904462,-27.73847650542429,-1.1919433568314055,877,1,-3.3006237620954675,349,9.450630457202749,9.481888959114904,2.1626596422307287,-9.640243642928745,-6.505275338254847,-7.789528802217303,-0.040928162271206,0.0446212836062628,-0.0332074255052778,-0.0734024690295257,0.0528388076279209,0.0012251872218694,23.146472954209926,-166.2265703846129,35.32291852398283,411022304752.16925,582.9061782619079,162.1375171048997,15.046012793239356,-121.11722796528552,11.116512480857828,378364453131.604,671.5966332709468,51.23864457014088,42,744,612,30.57864007957569,6.132666296872788,3.65345864368513,3.989174050628893,31,28,502,56.42016024553074,0.3186357865462297,7.507336967304967,6.77691281880204,16,VIN_0,0,Tesla,Model S
189,97.29396347056154,-0.787405458062608,28.794702186952293,51.461405897769765,52.35140571919921,51.795922600721056,88.27343942858683,22.23185082180538,-23.473699054317983,958,0,-4.282819789549164,58,6.3625773485086015,4.572173626812955,-7.978871840448405,-2.025601012382165,-7.266801759472377,-7.888788536140154,-0.0179700400373208,-0.0217609373168105,0.0639745817106789,-0.0199852069170027,0.0832049180969698,-0.0980343484462077,33.244010280455754,-55.39603391628326,30.43199126682657,891760618245.7222,905.3621090769066,78.80821891596813,-87.04136771846548,-178.8472148336641,38.86104320382021,170711714384.3699,636.1756331823444,140.40674169814446,5,1925,901,169.16423296011055,4.337561889403868,8.432509863531566,6.628984215346567,41,603,1704,55.18877133712827,7.008915895041622,3.8036241124754766,8.258652280157811,99,VIN_0,0,Tesla,Model S
190,80.59590808704633,16.71346930247101,64.82507983824739,47.00991725224329,40.34650056255522,32.57321859406458,89.34439479628497,-7.518645014704695,-24.71658370835126,376,0,9.157434966127555,179,-2.3941738195943607,-0.3946189964303581,-3.912347560183522,0.9780113472329592,7.606380064328128,0.0281447227498574,-0.065428804033452,0.0707257262304832,-0.0713357358229144,-0.0753153658419088,-0.0369451867533356,0.0224904133904141,78.02557724185178,-45.58820818518086,37.64700414089965,515961209581.7714,371.18006019147896,211.90883870861296,34.85963099431855,-152.05909756266834,18.85178182106289,171171591751.64325,95.2698692195163,285.20357421757893,33,1573,682,117.10453212124092,9.891107604646452,6.203622916875956,9.578449180071669,49,32,805,105.59474298663744,3.771532470619908,8.989602610614966,2.7207894592771464,71,VIN_0,0,Tesla,Model S
191,49.21280587123015,-22.377517740223947,92.43464118237962,32.66425564888748,88.4760605288933,25.819375648941666,148.80901855530178,-9.237840655119768,27.939738306766728,206,1,9.864166395758756,499,8.753363108488497,1.1305713141035412,0.7524045078633286,8.669078476574622,-1.192437204582344,4.933763257298091,-0.0301055745562347,-0.0314629515380228,0.0209580655062462,-0.0701841207749653,0.0753813384864219,0.0199882443023171,62.24710751855852,46.10054539899778,33.3458066570943,278809819596.89453,301.46957746347914,46.31366007874723,-49.40883326094227,-55.99681894544232,12.663814663376078,784054274507.5844,207.7326938694848,229.09379151833824,49,835,1770,10.341329111028742,0.6404648563318249,1.0338056105508642,9.777400124500849,31,797,455,127.44310933740395,3.188645407335029,3.601581802002149,6.576750177631835,65,VIN_0,0,Tesla,Model S
192,24.051297611090483,-25.446185947725542,74.94480040335604,35.71984481847452,57.532173649495874,64.65163304245608,68.90742643550504,-29.46743963925359,4.89523624823677,4,1,-3.9154624442999335,965,-0.140057862769968,8.847093649998694,-5.508677290609776,-3.867415266319174,2.75780381392498,-8.446199308318059,-0.0682511455374884,-0.0374603802996373,0.0477087012022913,0.0156566491914421,-0.042435664544672,0.0422089793484711,-32.15284972023558,99.71780044704808,12.422745508515307,991604210163.864,13.63925002789812,234.87069359763768,-49.08573835399852,130.9626803435683,36.68190404229114,387351799336.9634,644.2385089705019,258.2588666961752,11,897,1630,6.500061474851582,7.10390053794947,0.6389929297498664,4.222557837418783,21,696,1039,139.08522343629366,1.8729483254157908,7.817959927112942,5.630051492282648,63,VIN_0,0,Tesla,Model S
193,57.34990769998763,23.690597926789167,54.266333601754354,4.914182127193301,53.42411061393526,85.08019104272529,47.87266397313423,-15.281652695950356,-3.079773859657177,565,1,9.467018812638004,467,-7.160297196039053,-3.411075074933403,-0.0769948287118182,0.2210938393934629,8.259988596798596,5.757169871393423,0.0946081198432292,0.0175548147325838,0.0346455224919723,0.0105116808710274,0.0493709023297913,0.00025398820688,-31.8040055487237,-17.164731201356688,4.078228078982399,75882096328.487,993.8010547638762,108.41154150287645,-6.354736574874693,-104.88394737550342,26.499200613056,877641321189.2971,733.1672586091246,217.4192408549901,31,807,540,158.68152265037733,8.116408283303283,1.257356147631311,5.288451995947968,28,251,41,26.58897510396025,8.918270105124533,5.614691493548078,3.8482543200787145,11,VIN_0,0,Tesla,Model S
194,28.256822360122303,-1.8751247507222573,0.2677732416846434,6.991735717460879,32.2770644549236,27.144229283934678,61.05086931335588,-42.40635715692716,-28.335997556444298,370,0,-3.609499670099387,313,-2.7071152732300297,-9.02967102939243,2.956914938390687,9.273719050271415,-6.184562462386105,7.505101158391735,-0.0137428095422305,-0.0739983406726289,0.0857923456130345,0.051941736757228,0.0399038435468517,-0.0279418812391006,-87.16784963368367,-169.81113540026774,14.04083777793172,580588628712.6205,517.3829574727067,22.78498726621568,33.87878206023244,169.32520542298994,5.745079134455866,930439787683.221,180.96962533634957,239.99682501139685,13,1577,448,116.75785283173624,2.7232729255114663,4.575767625057628,7.680233841526086,19,750,1720,104.7710184291973,4.761597932021951,9.006671391760964,0.4609340298950348,94,VIN_0,0,Tesla,Model S
195,67.61289714004215,0.144582967492667,41.93473118931664,43.79711928584626,37.25022720697766,90.19803956682446,62.50670972973069,-6.920729176196531,10.571007813198245,803,0,-5.594641972899552,185,7.204774195981539,-5.281000986670752,-2.338605543424787,5.8478283039299335,0.7381598884774743,-3.3820398645849377,-0.0884312870541381,0.0272486052356625,0.0027604061832815,0.0566464549654727,0.0917608673875322,-0.0844681778277968,59.48252447679184,163.71907377014395,36.33343842943207,281026582116.69666,597.2325678464006,245.70946214971508,72.49424564238873,139.88592661877703,9.431432867495214,586765099386.9304,799.907937015357,333.2092410305248,19,1117,738,177.3525924671838,1.5813134792563877,9.09984777561333,0.4428338166567636,15,1485,499,160.49982935218273,6.723883654055723,9.66052477368719,2.7244051643060088,48,VIN_0,0,Tesla,Model S
196,38.37209941483432,11.400272881676315,67.81846206125503,44.85307730379372,30.874820234760737,41.82925186064911,103.80356863041524,11.419121133196365,16.50999818024256,999,0,-4.826535676805095,115,-1.2895983000764648,-2.398775338121027,-4.564894383738838,-0.778144424587822,-8.244436561032362,-4.535383154571251,-0.0427000475808019,0.0741205783533709,0.0371285447957081,0.0307426062235904,0.074477663047256,-0.0898956070967192,-61.99563740342653,-7.018753975969304,22.56134309051536,441740557683.5486,557.7346761904868,85.22182257928056,36.33289070009367,33.77460245871089,4.717373117749146,666215654264.0619,893.9580019732675,334.6616387822472,7,1311,1024,50.19711846272592,8.423511389428853,7.825654222456757,5.7043888716931175,9,237,123,110.1565438928635,2.2500367811259734,8.884283914104273,9.497420469093251,88,VIN_0,0,Tesla,Model S
197,35.78448635611438,-14.46272570609088,32.12186271718826,44.415605504974,36.77180989934982,0.2162604940626367,199.41328303237745,47.92482567605295,-4.340561147950087,128,0,8.38551027337482,746,-7.023594218959081,6.9909124527337205,3.9084975371516464,9.994639489360653,-3.0577619531579465,-1.7902578506397386,0.0188319670564446,0.0916233943277192,-0.0596513649619742,0.0541831457756221,0.0121750449200108,0.0292126853030829,-39.52440024627158,107.52534321571837,10.0642115281746,41859770834.445496,904.1922216549426,349.37583741053896,-21.17197493006219,90.5962510498859,47.59596145557972,705333349692.8558,931.1327015627888,87.53174843178876,47,605,1735,58.123866260699785,0.142752844885583,9.828212480183907,3.338000929324582,12,1256,771,40.26332608646472,5.496141719804637,8.668682380608445,9.553180742558226,78,VIN_0,0,Tesla,Model S
198,27.52264131328685,-34.50277307895865,2.7089992555392906,34.18574331360217,89.0031627028732,73.56176403262174,72.45030851218657,-7.75035705761681,-0.7081275194758483,71,0,-0.4357323232456362,334,-1.9522326098581504,6.764365700599775,-0.9093211011501836,-3.705110922190773,-5.675674661117016,-3.5752394682640247,0.0078506287656108,-0.0200761797929147,-0.0838490520459303,0.0035179493683931,-0.0494487868095498,0.084187949006045,-34.42479792826968,-53.86695345966835,39.26971781669735,890150555660.7349,891.1740438072048,227.9628089048036,4.003959024640992,138.49844551043128,8.128834930723055,74047237201.19337,538.547568723022,114.07348857307112,26,1622,1447,25.28844243575692,4.838131615959142,6.811815849561843,7.284247828687523,3,164,1665,88.92035925254447,2.9237417315992364,2.887111387870113,8.150999335764068,19,VIN_0,0,Tesla,Model S
199,90.78209154117334,29.260446564963047,38.250954717874144,69.5777738265547,2.104055515741643,37.38461676894862,184.00972683666956,39.32833710695222,-5.892323707503007,330,0,1.1534884539911694,524,-2.959959676773103,8.769343285056646,-2.341285231074419,-5.840011039284412,4.924751038041217,-4.531125372915128,0.0163711964556058,-0.0335332091146752,0.0816540935412503,-0.0611846635965915,0.0091918437522756,-0.0230229232165919,-11.993229382692618,17.089079748158355,37.22925409957737,391129408900.47614,202.39712289287047,347.8919839327438,-39.599452062674246,-58.62343627025852,3.295226095797771,152581921291.00464,688.4360611691443,151.68557406090488,28,848,839,180.97205102930772,5.163403961185885,0.7868213819833192,0.4833103378957104,18,1035,297,147.6888336587612,2.657828381789148,4.94536839741164,6.398435525165214,97,VIN_0,0,Tesla,Model S
0,93.56669910399216,13.240843205690211,74.1478859760656,67.83442867302958,3.4281737159081227,89.17394491846188,104.0700586737442,-7.162576133965303,6.73454613909658,737,1,-1.02607661601745,25,9.523033110863352,0.9944708565991878,-0.627164811061343,-8.64755560356387,-4.27254155962554,-6.14619768155559,0.0426538008367252,-0.0083426181956315,0.0025673500084983,-0.059442498302564,0.0930812832696189,0.041828712850406,35.048223257358615,-0.3483307553055397,44.40438569934364,46809101293.911285,672.7618612586567,254.0372934217287,-39.38926204266952,120.36422047197982,33.08121459050013,526316399385.2407,841.993176666873,349.9337768560835,2,1365,128,77.74396771285868,8.536494763656249,9.650275661739824,1.2229344807030973,15,1996,796,41.43884862187976,4.994448745969121,5.086651532194004,4.6596109285749385,21,VIN_1,2,Tesla,Model 3
