Time,speed,steering_angle,wheel_speed_front_left,wheel_speed_front_right,wheel_speed_rear_left,wheel_speed_rear_right,radar_forward_distance,radar_left_distance,radar_relative_speed,radar_address,radar_new_track,raw_can_src,raw_can_address,accelerometer_forward,accelerometer_right,accelerometer_down,gory_forward,gory_right,gory_down,gyro_bias_forward,gyro_bias_right,gyro_bias_down,gyro_uncalibrated_forward,gyro_uncalibrated_right,gyro_uncalibrated_down,live_gnss_qcom_latitude,live_gnss_qcom_longitude,live_gnss_qcom_speed,live_gnss_qcom_utc_timestamp,live_gnss_qcom_altitude,live_gnss_qcom_bearing,live_gnss_ublox_latitude,live_gnss_ublox_longitude,live_gnss_ublox_speed,live_gnss_ublox_utc_timestamp,live_gnss_ublox_altitude,live_gnss_ublox_bearing,raw_gnss_qcom_prn,raw_gnss_qcom_week_of_gps_time_of_reception,raw_gnss_qcom_time_pf_week_of_gps_time_of_reception,raw_gnss_qcom_pseudorange,raw_gnss_qcom_pseudorange_std,raw_gnss_qcom_pseudorange_rate,raw_gnss_qcom_pseudorange_rate_std,raw_gnss_ublox_prn,raw_gnss_ublox_week_of_gps_time_of_reception,raw_gnss_ublox_time_pf_week_of_gps_time_of_reception,raw_gnss_ublox_pseudorange,raw_gnss_ublox_pseudorange_std,raw_gnss_ublox_pseudorange_rate,raw_gnss_ublox_pseudorange_rate_std,route_id,VIN,Country,Vehicle_Make,Vehicle_Model,Autonomy_Level,accident_category
181,67.62961573105603,-43.1025397558883,93.90434840268892,33.07212549828341,98.19757145756655,1.5132706078771707,21.221376356126065,21.0747309798857,27.204442435666294,335,1,-2.411567634229222,142,-1.0870323378823024,4.240340507363129,-0.7689583907239275,-3.025881737828488,5.578476879423073,-8.321469509237662,0.03116624112175187,-0.01138776419364336,-0.009855632715643298,-0.012799939400001084,-0.04826670937258568,-0.03551298009139825,-15.386941767251145,31.437801758792745,31.158728160242028,760683514278.1637,115.00136934839622,356.57088002542196,-25.182193506388614,79.07857872219387,12.68181259219216,230636469220.2305,185.95887025450875,284.24666357068145,8,1748,1233,103.9619466634974,3.9484203503452173,4.662713073975533,0.17137062213935517,22,238,1510,21.843822501069553,5.653950093043857,2.7627362483760685,2.753269181053807,4,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
182,5.526050430312779,-30.534208741667726,13.98524339202516,68.3559986151295,2.837224306599817,53.98417435721271,179.34649328373737,-13.142871793015132,18.369149149529342,796,1,-1.1332380049443103,418,8.733309077548082,-7.9294606474531015,-6.0834148136478206,4.16400947392521,8.325470681526564,-5.470162671565342,-0.0777375803461775,-0.04742430092142154,0.047814424878716066,-0.05022605643666929,0.09518257192781734,0.004934736413798449,0.3067861383881194,37.10794112668526,49.244820655174834,966552930622.9725,441.7707169238786,154.18134860075602,71.28898100989679,-37.764986374389395,8.301573975363963,879684336092.3579,575.8571221556,107.62586012883959,40,1695,951,82.78508780806595,1.6392021513590338,0.7655207309034462,1.6508023042698095,49,1426,1149,56.14357557715568,4.1874143692813295,6.327477411618677,8.741135740462077,5,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
183,64.2322317094956,-36.38632758085911,73.2320849337103,56.6784157622431,68.69737330629724,32.35569837705867,108.00761440271019,23.156938034784673,-18.06730824479078,999,0,-6.946779281081145,664,-1.231493098886606,-1.9905804405738792,6.439827228395075,-6.650245921458748,2.329437240095542,-2.315942334727903,0.06795258336864338,-0.04507159072647391,-0.024281640748617425,-0.005204557374545685,-0.09614180165488269,-0.022365205146870307,59.47965336031854,-168.2609348924082,26.634810754810324,478358025092.011,515.8414277457078,32.681343734410845,3.7833906826817696,-172.4447304334185,9.629451096051051,85998110693.06767,331.58193227101896,307.9576585023348,2,1451,642,92.23094578189624,2.34694216517748,0.5373695555452351,9.847597825389444,1,1950,1849,133.44318386084416,4.546236625687312,1.1595741666207382,0.5317736089505365,12,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
184,86.27989648277128,16.988929651889613,52.27654024764398,83.24544732467177,43.66503963687369,33.440516305614786,180.67272643748856,5.191471912269272,-17.580365205281264,957,1,1.562509493740512,962,5.41415566277923,-0.04912625696734452,-9.546880788154377,3.77679363481683,-7.33658569718213,5.842232165150222,0.043060424163926275,0.05838926741178063,0.07099955546278755,0.0982287204095911,-0.0754632907982865,0.041888055868346485,3.4093164135176437,1.6385449801881578,39.378197358467034,113962332750.95886,312.58432753675316,48.53251679156134,0.0916761151156038,19.703644294703963,35.33291763706806,421784634281.1043,667.3316078231403,335.9825415415989,21,118,1743,147.54470966569232,4.040133822136383,5.301541709469784,6.190701344237325,10,1636,751,10.501089013603027,0.276887394459745,4.775310136930995,2.055385438475623,29,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
185,0.49356928355033247,34.08807260570542,74.90684318001287,96.05007998637724,33.76259910158787,52.646869978431056,154.44095454358364,19.78353942959437,27.526256821321724,587,1,6.602644997574522,144,0.5288765154078323,7.701388518162588,-4.838289460218856,-4.5286424480392,-5.617249015674101,4.103628548853402,-0.025916036823695948,0.07105515487222383,-0.04031675227217884,0.06267116240215229,0.09561104970728918,0.08426682705235053,-29.431884322538217,167.2718642857444,30.834220289631396,944349393669.189,766.9044136640596,346.36199444971396,-11.282283751863474,-94.07480964352493,24.06006213590586,214537867190.412,72.64110947797286,112.34999562664646,3,1512,1267,179.5478061067493,3.3646805289812898,7.159600591350753,7.675217437034759,43,106,326,60.556595364513946,7.417471503540333,5.308742748434626,1.2591954075773804,46,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
186,30.84536875370342,-15.225495439703156,52.00887151608167,60.55787517986197,17.21017780964975,0.20325240861182037,165.60875603404605,-46.3016176571197,-29.1059450631951,872,0,-6.69671428903305,107,1.5342987931390955,-8.745168380430304,4.790992329375218,6.269347949774808,-9.026947985453738,5.279863713128844,0.06958042455284202,0.06559773265342081,-0.04440536139105278,0.07251705857209023,-0.08334606783069264,-0.0357663211949141,27.00411901221733,-141.0728370706135,36.424349157747784,628792308846.1473,870.5389300480693,269.13277646671816,42.983993208159916,149.85247679063656,44.49382948941001,282957204986.4784,311.05115820511065,7.7337692498430055,2,1527,813,131.19151815449476,7.863914807325313,5.8824565078060616,1.135414282251811,0,405,771,82.0494152958763,1.7522940162282807,3.8546255122509865,0.8877744109376629,14,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
187,70.91762081116637,-23.693308013626876,20.070858498412047,7.44820131408458,44.39796485038627,0.7533279695466799,11.94807346519029,47.3582170914041,12.656537891479175,447,1,3.2350948652388176,130,3.336209206443675,8.523534834574328,1.930506082737102,4.453526234320275,-8.682980012061158,-8.877187279756688,0.087808039190992,-0.01218526144771788,-0.05907480490955144,-0.03641361024931922,-0.007527197748078057,0.05828108799445311,78.25002732324899,-132.69170296475076,10.20863314511295,183252043374.95416,67.23185556222245,12.103406647294989,-30.052470241524873,14.929922776517287,10.232221140174453,237973267589.06235,199.6803179433142,115.66941630886804,9,720,456,84.08601662354339,5.468787034700347,7.058350416009029,9.762189278996168,50,195,1505,179.73096389543443,4.775867802632538,5.249320369257674,7.938124081960261,89,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
188,6.98583882461381,18.01752147946364,25.20271810030563,1.5624918759759021,48.63380549640483,13.681221427035817,67.46872299849416,-0.729620428433094,9.235132734851938,41,0,-2.954744445127888,86,-8.346591411473042,-5.951405788360706,8.416115917232183,-8.848801147682547,-8.846235591845153,7.78205464196245,-0.027022558053619514,0.038635436538982326,-0.04114019762922832,0.09619928101951886,0.06283813850606565,0.06923689706651218,-52.56696051464984,-37.038295709378076,48.82910175299774,73380788971.45732,467.14745684238045,151.0503675176564,87.83992249698511,110.60603614495324,32.42957164062453,564059688878.4506,74.76071014254104,95.6306964104077,43,1353,1167,46.518864617147294,9.413436965536397,4.305516731988165,8.370085200660247,18,1680,983,8.748200042927401,5.247724077906698,0.08482736561645221,0.8198831961740205,30,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
189,68.36410647249656,25.398335795298806,95.49010709961814,20.584610058337194,9.775740473679562,32.58188086469582,42.7750325308335,19.996197834913772,-8.79935860943479,118,0,3.1322822450554693,365,0.12803672210147,-2.875925854708113,-0.926293506337057,0.23471218812142247,-5.948900591515773,-8.271573570023543,-0.09143357133180885,0.04931289591615293,0.06076745804437819,0.09210598143706952,-0.0984527031593393,0.07735078908851109,9.091233369633045,-79.92198199429365,37.33638628819462,810848668727.9833,603.006260378623,203.5754463157293,45.96726232742719,109.64344308176294,39.41296981277543,393918430059.8655,677.0845731236539,353.81138876977775,2,139,1500,146.48725440088515,2.1955315437558633,5.821859550576088,3.8487765039709343,29,493,1084,133.10578665545768,0.5896155453416452,0.7783315191975237,3.3135626335423507,34,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
190,30.549231414104494,10.180710566057016,17.52218534965212,6.587561029415734,35.48288368660907,86.5415503450348,141.35730370491274,8.297234090503913,-19.24475673735632,606,0,2.067889068746439,723,2.1744859942730255,-6.686283558933459,-6.88011524644115,8.274151582181219,-6.095743791753758,8.557866022403061,-0.042357752389013875,-0.0005185879236243862,-0.05392330565289616,0.0076138860193253055,-0.037242331416038305,-0.07565856613932981,-73.45000352342836,-31.754182501124376,44.32990634337225,559160138082.3353,286.9768765609132,124.04211371878777,3.2106682830704614,-167.5710616440462,34.95224376147411,867902083643.2933,215.44824911059345,231.2894213544526,8,652,1514,87.08562881683022,7.6659193811613635,3.5715658218898527,1.4851041716900704,2,1182,656,56.38536768669384,3.7475458531410064,6.926318205488555,9.10719859617105,4,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
191,37.095687506421505,-34.62480568143431,1.19990587719776,54.89297579295604,34.11555514634135,67.3752570537984,128.12050226350877,13.26212515312448,-29.750421096274845,519,1,6.708851540469109,119,9.481955339824005,1.2267136919765793,-7.399412954885403,-5.198828096753458,5.527651533156719,9.239196903645244,-0.031025732356935287,-0.057899540123890786,0.039058525197794014,-0.07186511275330193,0.013551430110971624,-0.07048073841572472,-30.520484673493463,40.661245630748255,34.19556758231372,137849104251.48456,247.8133172844197,264.8389360468057,-74.77930418197164,60.37548838782806,41.201474444077526,21086889927.6922,975.3498979888594,84.93874106799721,19,1935,1160,62.543018834959426,1.8670053279610577,4.140472299230611,3.156214024141344,24,272,187,51.297079756053485,3.4718981426481133,2.2413235094028536,3.8812631648748477,75,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
192,19.15139805522602,-37.29066728696783,94.40921026581086,39.29558112614283,93.94853320654025,86.60741218386063,87.21695032823138,-15.545575646885602,-28.07015076550562,566,1,-9.384010339529425,668,-3.8861591488001963,7.6093866254175,8.35388518628401,-7.026531863115482,-0.09231503816668862,-8.807317641196855,0.09577055258171138,0.07950970351242753,-0.031790591760947964,0.03704943601301261,-0.016644671352881682,-0.09866227479238371,-70.87748280520236,-93.85922138506022,20.32546321940873,621363883228.0507,485.27423471523946,356.9781034576244,-55.95281646112731,62.907295517531054,9.267418459818689,859623557255.0708,828.3700531622163,255.66559094629957,3,1576,5,199.06922362279934,5.729720993436502,9.124739850590226,9.366272584896118,45,1471,309,181.82615027381627,0.13000626572860718,8.683412298906484,2.2200388100004753,10,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
193,96.49560170496895,32.93963428542551,32.24783587707078,62.85603955261261,23.850474985533076,14.90449068215799,79.6361678303156,20.450856972123816,-0.8924621726676989,321,0,2.8318747367413994,845,3.1710353063975223,-5.02748050615728,-5.898637321989105,-7.951427435234608,8.383415899466286,4.182258900411034,0.09735508014397748,0.007889215123601995,-0.0006937069465448031,0.008478863224203353,0.0021509573592496667,0.06330065077833166,-50.08170870500218,-146.31724280564362,49.73843897860139,515769078070.48285,468.9789918799638,220.75410865940896,72.74388713404639,-143.14127034081474,25.884586875769106,125517566010.75845,429.13026291344727,134.1613451152888,41,409,482,185.81640208448945,6.738276362897794,0.24082875791867409,5.022936531462267,30,872,1892,65.14547614705535,1.293874562669901,3.0432828764553443,8.793215517317439,82,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
194,99.52451946439778,-20.877189654348573,95.071656003332,40.83492977629971,70.851067783355,67.77196877270363,20.936213222356237,-45.21038881955191,-3.5921905407499537,688,0,1.756812891673686,726,3.274464351319427,4.371132406027494,5.1383409930708055,6.087903233442972,-6.3882279610877575,-9.529920517579395,0.08196471961763663,0.020679812317979884,-0.045459260531052516,0.044645459672542354,-0.07721343200867994,0.01631935411406568,-3.912893438624593,41.35570303008333,3.2099295784941306,169653950277.22156,983.1628572545768,262.53952687041976,32.11384763130894,-159.4999847230753,11.733643528300009,653652575568.8942,879.1782328131846,46.84059483798985,45,406,19,109.07319008286433,7.985586516834022,3.834322097262631,3.4643014060982837,34,1354,971,22.43894259256265,0.10405453944927312,8.26371969235716,0.651680372211143,64,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
195,99.10880515578229,-33.73149335990995,37.54093620638319,10.130155067181112,7.8061541707180275,39.462999121682266,88.38916564862433,-48.18896434332463,27.41192413613124,801,1,-3.8218122090486606,668,1.835670799668696,7.045801547023512,-0.9042753879275427,-6.669162469195642,7.914774288832426,4.995225235465025,0.07647431439467495,0.0008858632782260123,-0.06659758810698771,0.017220488828915886,0.051219224047631434,0.08750774319102406,42.89764676375728,-81.03360896455311,0.6879810326497648,921934849682.0594,698.0118624766039,159.78368610554278,53.61028784596047,161.98037271847357,31.08768139390247,403696160794.8996,146.47645129651931,323.3364648022426,3,1684,1667,196.55462765022224,0.9870282514314677,8.98392699415666,7.24376767717061,15,125,836,108.78285002715364,5.761349159009496,7.814077371037027,6.077459174753112,42,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
196,4.4790052234867765,11.253367441584992,72.21024660199468,68.16504414591017,85.17822352101786,36.261710739158524,10.495749158634005,9.35483696351038,5.1466484660569805,466,0,-3.549785887685017,794,1.7834304062641024,4.740353606308599,0.5612688025800381,-6.427503111566146,8.973632881283699,1.067805798157483,-0.08003983479299087,0.0984906153893444,0.08815098282100908,-0.008188805336755325,0.07410230446345253,-0.016082109181579554,-64.49009216425094,-171.04606818311225,40.64159572155904,625068802864.4054,738.897214171477,163.47012289134753,31.230681240833903,-93.18810967861857,12.45878040394825,864405067739.5264,370.1970106881086,135.60837378226157,6,1002,1136,35.59389789491525,4.59579116636186,4.36117866794036,7.1597890210483826,24,846,1284,172.38182492922084,7.9608679328954715,7.691224812086977,1.834224400372152,7,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
197,15.486154840289746,-7.468795987575085,60.82622612465579,32.46128250649182,49.72641422553647,47.796562441421564,159.52192004416275,1.2029136758532246,5.675904352392237,29,0,-2.7816055782675058,3,2.8121507707716766,-5.546926791909332,-3.7716678300994033,-2.4999008224936103,3.7926190755663,-5.289875787250484,-0.005469653574364464,-0.05064715417858304,0.07679277860470432,0.009881288864058965,0.05584066620157482,0.0228592283347204,-40.525312500113365,107.49644606645535,9.819072546769652,199705638749.3279,920.7865908788036,261.9437073898149,-3.121745748056526,67.79484887071769,45.17695002908989,516064927507.57227,931.7728467726077,114.81018887360067,2,1218,1606,0.7889965075644323,6.88097392193346,7.391380097134228,0.5632803072748505,13,1403,1443,53.99637995273079,4.702889660613145,1.3575088660432144,1.4877585899965196,49,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
198,78.01368938435017,11.313458610195454,1.8895288597435944,11.45029375466724,22.34982720531258,72.37519735514704,153.11514577030033,37.61305854619617,7.265133206046798,518,1,3.0530920321772985,537,-3.950146982764804,1.5729076202079,-3.355710456764096,-3.940799364135956,-2.578930355910149,9.431203233574198,0.04543320360283118,0.06947860612054088,0.010097946333243873,-0.04878800300624622,0.034471003782275356,0.02369711744959431,-75.39950312247909,-26.85951845921889,0.2730448494577098,643615234986.7002,265.8904692484503,187.8839625646825,40.096544019916394,-10.91715528723941,21.583861756627098,349335004258.7816,462.09257105216375,276.37201572577817,8,583,1331,174.2616424038334,1.7934510046363072,3.940057948529996,7.262879624691259,13,231,239,127.0488487593094,5.68733011687514,7.156215658244292,2.509870759160645,73,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
199,33.929029704062984,-11.597800574163266,57.90848535602514,51.117810929886254,79.11714952263607,13.679888841614096,119.38250228057343,28.913951641888815,-9.045854362280185,850,0,-4.2236619254830625,538,-5.448214440749539,-4.984849885639293,-3.616060518363888,-2.7341795600185437,-9.307514109918511,9.213996961554098,0.04922660287739922,-0.050856964462847626,-0.06070874192829883,0.07185027458100543,0.03439968167621871,-0.09084524053861454,41.57615171250413,-55.25284905130228,6.989242333105611,130921080193.34128,129.68707479624499,248.62350086966015,-0.4825286894554921,50.72906818436931,17.25522470524027,293673704454.21356,627.0701341393407,130.50436725396693,13,1429,770,163.58769562193194,1.1290798410628355,0.5346642976577054,9.489415254856228,4,1086,1808,107.3832680869766,7.1028714501249794,8.770974038124619,8.606539370372442,27,1HGCM82633A337392,Singapore,Cruise,Bolt,Level 5,0
0,97.77567255512662,-35.830451807590364,20.650207783221507,68.84613945777437,73.02312178038105,23.665839274861355,189.01303309198033,32.35595404592698,29.82343655614377,813,1,4.769944221972045,670,-1.801819521770863,2.9772617080047006,8.081399131300529,3.3106338867863734,4.0258950442454875,2.9796843314151467,-0.07089066193375078,-0.07447217276715315,-0.056408381593344985,0.011087139054193645,0.07892952381486859,0.0651942089196543,-6.472179635761137,-113.01022629411251,47.488023439434535,492706137592.2424,73.583249145868,304.05581776111524,-17.919121484062472,33.50474017583696,27.37363901589911,386118583737.0653,229.63389994295414,101.37021723385017,1,144,1845,67.45031794547533,2.1905195714261385,8.150222117267115,3.529209711056321,12,425,1373,194.84807318490147,3.8778719548492537,5.493539607254608,0.4946340484962697,46,1HGCM82633A333231,China,Tesla,Model X,Level 5,1
1,97.77567255512662,-35.830451807590364,20.650207783221507,68.84613945777437,73.02312178038105,23.665839274861355,189.01303309198033,32.35595404592698,29.82343655614377,813,1,4.769944221972045,670,-1.801819521770863,2.9772617080047006,8.081399131300529,3.3106338867863734,4.0258950442454875,2.9796843314151467,-0.07089066193375078,-0.07447217276715315,-0.056408381593344985,0.011087139054193645,0.07892952381486859,0.0651942089196543,-6.472179635761137,-113.01022629411251,47.488023439434535,492706137592.2424,73.583249145868,304.05581776111524,-17.919121484062472,33.50474017583696,27.37363901589911,386118583737.0653,229.63389994295414,101.37021723385017,1,144,1845,67.45031794547533,2.1905195714261385,8.150222117267115,3.529209711056321,12,425,1373,194.84807318490147,3.8778719548492537,5.493539607254608,0.4946340484962697,46,1HGCM82633A333231,China,Tesla,Model X,Level 5,1
2,97.77567255512662,-35.830451807590364,20.650207783221507,68.84613945777437,73.02312178038105,23.665839274861355,189.01303309198033,32.35595404592698,29.82343655614377,813,1,4.769944221972045,670,-1.801819521770863,2.9772617080047006,8.081399131300529,3.3106338867863734,4.0258950442454875,2.9796843314151467,-0.07089066193375078,-0.07447217276715315,-0.056408381593344985,0.011087139054193645,0.07892952381486859,0.0651942089196543,-6.472179635761137,-113.01022629411251,47.488023439434535,492706137592.2424,73.583249145868,304.05581776111524,-17.919121484062472,33.50474017583696,27.37363901589911,386118583737.0653,229.63389994295414,101.37021723385017,1,144,1845,67.45031794547533,2.1905195714261385,8.150222117267115,3.529209711056321,12,425,1373,194.84807318490147,3.8778719548492537,5.493539607254608,0.4946340484962697,46,1HGCM82633A333231,China,Tesla,Model X,Level 5,1
3,38.58579559084219,28.836255375742127,23.345101779428123,95.03667671888792,87.35065836366456,41.55655741961646,108.60788505245492,29.035387071486312,-11.384027741650382,809,1,-2.445465601019185,281,9.696201733882294,8.754657458855892,-4.642407658955969,0.43405966102791993,-6.609819392681087,-2.538078985521535,-0.06791691803919236,-0.014218733811336204,-0.052975301770489196,0.012924348342682926,-0.031107616529481644,0.078369387681931,-53.82275517492715,152.36220423065515,6.104348645212698,644100138590.5759,208.57134983548497,281.2072843847594,-58.43139461244066,-153.0513736536911,25.134201022958376,723475210527.0404,847.2199308677529,118.01341976249631,31,107,1832,13.051290883879219,6.235453056370477,5.4240765285367765,7.473927219368881,4,240,981,139.49622891485848,5.848143361110908,9.911475773067947,3.7573190230633893,68,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
4,78.41694788060703,25.435557630494273,84.5482048389039,64.15025155569201,94.858617803594,60.514635681583464,43.088833360619525,-26.78731735574219,-24.994377168789725,682,1,-1.7077043825094425,181,-3.09385954092207,-2.9580373126746835,2.7359095490533782,2.5721133742650863,-6.968390288112745,-2.1136706394063287,0.09534649765560729,0.0635023272603931,0.06568392138000187,0.06527359843456176,-0.004011362782751743,0.09057736927421592,-62.31925372471367,132.0420612161672,36.170344703841366,473234732218.2921,394.66408799803156,200.72915586017123,24.993418693190165,-171.56361051434848,1.2341947265910092,293756275495.0814,398.52763718992145,347.989463682347,39,1002,1293,169.21923675474721,5.1071101704864486,3.4905134785150995,2.965405888344259,28,1430,1612,55.424558097594876,4.105007811720255,4.587980096890326,3.1008075828488,65,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
5,67.44782755668712,40.69267467123683,57.14263510365908,78.51889089055241,58.60008470733437,28.593417677606546,145.11717343752443,44.097945473498456,14.661724331962468,207,0,-1.1605160934464749,228,-3.299343966464276,7.7518386405080015,6.8434462819821675,-8.026266672303615,8.243424749303603,-9.57888316965433,-0.013239368147376002,-0.015315636212550013,-0.03300613230392831,0.0027879717317863956,-0.09349456305431623,0.026140043456106515,-29.06396924532529,108.66480479526791,16.213659256121176,389594378262.1803,972.5690552481005,233.44457936331045,-46.38773010935361,44.09393441224415,41.73904741247245,570467799025.1218,782.0981953374461,357.458686419348,47,1163,1044,27.08816682968709,2.604661167239357,9.369984457321461,6.63083901566941,33,1088,1285,42.600612725660916,3.5423594161896976,6.036715346587645,8.395812127096017,7,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
6,70.09181173072051,-30.154832570140243,46.52892518472419,38.04634732633826,96.25446271649571,68.7817091374738,2.1477010501562033,-18.804486350457072,25.912362099108904,639,1,-4.084782711363828,871,-3.454120004199286,6.886218020033258,6.39031739145582,-9.247816632507062,-1.7531378150283121,-5.61636919138635,-0.022078190643398152,-0.02781169553897711,-0.07336589472007385,-0.010261932630788742,-0.03642445607341038,-0.004988663093268869,27.53305627651568,69.63034359129134,39.54607704875123,502399164110.9108,799.6888127436524,26.44701290569499,-58.286112769004184,84.53708249533776,49.61011623267757,369770114555.7546,713.426768731619,36.21822686472787,31,813,1303,114.30535386249838,6.117092569155059,1.4441875233999146,6.940400111281084,2,1860,552,21.084577979212614,0.12735031106598904,1.255944611248122,0.11967375419755011,60,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
7,21.915088261986615,11.782180490811925,37.493222973236065,80.97835631918315,17.791583545519675,37.08159620702804,165.20440004633681,27.885531277862455,-28.9269050121073,978,1,1.8886314651987401,216,-9.112044960602727,1.3090251310065248,-6.139378997496054,-5.905726359613698,-6.2425111959160295,-4.709483025810894,0.05153360080064537,-0.08524076109365067,0.09271816470478789,0.03556683777677658,0.04184824948213625,-0.0330739860655717,-71.89348487298233,-72.37333174655741,25.436408983597342,803118143605.2864,886.7947489173342,262.61931713801414,-58.83648578798379,36.80810697754151,22.095776791994147,595495860037.9536,585.6152566572696,232.93887893347988,11,796,388,54.231216914695636,8.034577941355344,6.29724922752843,6.5298637000881055,9,841,1835,49.15271086354602,7.105650194988082,8.186062133953982,5.432275273343383,83,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
8,51.21552811313257,-15.30807998480974,60.40176970420008,5.565909459099661,83.86594457229482,35.044046153706354,185.30309961567502,28.638545254953584,-13.956507853528898,180,0,9.523375572765378,876,4.4988991096603534,7.904390661590256,2.6454719197979166,-7.824961552949485,9.861938512239945,-1.583583252368788,-0.0032017959744542746,0.02717611900444658,0.08086342116240891,-0.021658558309801013,0.0934370235972157,-0.08136143780109058,-69.08381201033481,-73.75467217231505,1.1009273817895682,54779174018.539474,905.4933096471528,39.850657749906254,63.51348014278716,-101.09560926116582,22.73280909530413,214803488566.00418,764.9367063170932,271.02076315363047,42,1149,1260,35.546430565793806,4.001037316132011,6.231141563173392,4.498268730604775,45,248,1265,52.27847816656526,4.968721203458795,6.127854808527406,3.433668843059813,46,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
9,0.5273944855540336,-9.445489148700048,80.54126415973063,51.62946186695028,71.29762366254295,52.72861332881013,136.93107489502287,-8.855736699262437,-7.127754713720222,198,1,8.097536211382295,9,1.0781915443259056,8.607179199801674,-8.256246486872879,5.400588427431002,4.292317106742512,1.3283855275809913,0.054550803871713044,0.06353212334002903,0.025362292461855035,0.08021929664874725,-0.042509389467513085,0.07383369902243012,-63.14145000994347,-58.48595433368517,6.54346576432645,142068598915.41266,746.4791896549004,319.8269657138241,7.116956062051017,44.05964458632636,2.8840323409855873,826546087426.7089,314.03313478737715,245.11674533787007,21,1026,378,108.65822643528216,1.4270695992627924,0.37648528424965466,3.386929439825078,32,628,1481,42.78785642126386,7.178892524932366,4.015640819943309,3.870143634486297,93,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
10,13.032048785193028,-2.629588765061129,31.391200201118373,36.26211942090593,61.79960241546533,46.83058526822273,8.228872458432734,30.132003671595825,-7.202749552641606,763,1,-4.129060386363024,662,-5.380731123296931,-4.864786620046404,4.319577097300586,4.392150638687298,0.4693346903343194,3.890661245097469,-0.05090656135714949,0.03613168133317887,0.011442009761880062,-0.09003244165510722,-0.054726563775107206,-0.009882177147598675,-21.56705593573966,-136.80901929898891,22.672596334833273,248811714066.0869,47.976619271080544,175.60807213554475,-49.16920934946823,-61.042588784346094,26.32102713304804,562134496476.2997,125.94361226787021,291.7383835342092,35,1584,743,172.53448129375857,7.469074168886957,1.3891735285271667,5.21139419203699,42,1967,521,126.69204244266913,8.636455297132052,9.66975562067406,9.001288676626405,2,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
11,63.12614632188289,-23.877874429994982,94.93421411857639,58.01374569614721,61.59592120368719,65.9294877531746,153.87027301203133,-22.28971999532855,-16.07222343164764,679,1,1.3286471476672013,373,-6.735305839578771,8.501403615012055,0.4076180356128134,-8.67607667884192,-5.591315590619191,-9.404162249387438,-0.08022119481827912,-0.06515650657942515,-0.010548769776156625,0.06433284356948962,0.09219209537895365,-0.0686306252589541,-3.719124009044293,115.08925783884024,8.189866231391113,917704050621.424,560.8314552192687,55.76059124784863,-89.41784462068271,-5.186440839388126,10.379128496509365,177136916210.19183,504.2181680612856,31.972473130346003,31,1662,536,166.895409528302,6.330274672194766,2.2417279260301015,2.525450144051508,18,1393,709,124.01298394261113,1.2703646327340523,4.994911453699472,1.9035299283652563,51,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
12,76.49942714539404,-12.775508983982164,57.49390445164521,8.249656885584288,99.48960898446694,53.82290509903608,26.067507932118026,-17.130929826264094,0.5587031376391707,864,0,-5.494497550156272,83,6.486134714363644,5.179472362534771,-3.3059920580504016,-0.30905022848590136,-6.098669225140949,7.01429217788721,0.06491265261681123,-0.011308934918672214,-0.09611013010988496,-0.01153270017810945,-0.010013044915364505,-0.05690497139066939,35.03527435303596,3.1299347733151137,29.61656871910919,799167750887.455,991.4169225488889,202.11044988758155,-8.440045617838408,111.28136072501945,36.40342507356543,683617153643.4634,530.0398398155245,312.255102604007,50,1204,84,45.743063026228704,9.718894239395976,1.0627847018347092,4.27342916444804,2,1952,947,157.47983340792524,3.4711215363906334,9.790908538764436,4.918632572822343,20,1HGCM82633A333231,China,Tesla,Model X,Level 5,0
